pedido_id,data_pedido,cliente_id,produto_id,produto,categoria,marca,quantidade,preco_unitario,desconto,frete,valor_total,canal_venda,forma_pagamento,cidade,estado,status_pedido
1526,2025-03-26,1011,112,Webcam HD Pro,Acessórios,VisionCam,1,274.81,0.0,15.55,290.36,Marketplace,Pix,Salvador,BA,Entregue
1527,2025-12-12,1373,102,Notebook Air 13,Notebook,TechMax,1,3536.85,282.95,40.76,3294.66,Site,Pix,Curitiba,PR,Cancelado
1528,2025-01-26,1146,107,Headset Gamer H7,Áudio,SoundBit,2,248.94,39.83,15.32,473.37,Marketplace,Boleto,Recife,PE,Entregue
1529,2025-05-24,1070,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1721.85,0.0,5.12,1726.97,App,Pix,Recife,PE,Entregue
1530,2025-02-16,1007,104,Teclado Mecânico K80,Periféricos,ClickGo,1,343.45,17.17,6.97,333.25,App,Boleto,Rio de Janeiro,RJ,Faturado
1531,2025-06-04,1213,112,Webcam HD Pro,Acessórios,VisionCam,4,258.36,0.0,3.84,1037.28,Marketplace,Boleto,Porto Alegre,RS,Entregue
1532,2025-11-14,1329,106,Monitor 27 QHD,Monitores,ViewTop,4,1729.8,553.54,25.0,6390.66,App,Cartão de Crédito,Salvador,BA,Entregue
1533,2025-04-07,1290,107,Headset Gamer H7,Áudio,SoundBit,1,296.43,0.0,17.56,313.99,Site,Cartão de Crédito,São Paulo,SP,Entregue
1534,2025-01-21,1364,107,Headset Gamer H7,Áudio,SoundBit,2,276.18,27.62,33.52,558.26,Marketplace,Boleto,Curitiba,PR,Cancelado
1535,2025-10-03,1218,112,Webcam HD Pro,Acessórios,VisionCam,1,269.36,13.47,37.93,293.82,App,Cartão de Crédito,Porto Alegre,RS,Entregue
1536,2025-09-06,1324,104,Teclado Mecânico K80,Periféricos,ClickGo,1,326.38,0.0,30.23,356.61,App,Boleto,Recife,PE,Entregue
1537,2025-10-12,1234,101,Notebook Pro 14,Notebook,TechMax,2,4728.03,756.48,37.76,8737.34,App,Cartão de Crédito,Rio de Janeiro,RJ,Cancelado
1538,2025-03-25,1060,105,Monitor 24 Full HD,Monitores,ViewTop,1,1020.38,81.63,9.31,948.06,Site,Boleto,Belo Horizonte,MG,Faturado
1539,2025-12-02,1042,112,Webcam HD Pro,Acessórios,VisionCam,3,254.84,0.0,41.93,806.45,App,Cartão de Crédito,Salvador,BA,Cancelado
1540,2025-06-15,1355,107,Headset Gamer H7,Áudio,SoundBit,3,262.55,63.01,2.45,727.09,Marketplace,Boleto,Rio de Janeiro,RJ,Entregue
1541,2025-03-31,1386,109,Smartphone S12,Smartphone,MobiOne,2,2186.35,0.0,13.68,4386.38,App,Cartão de Crédito,Salvador,BA,Entregue
1542,2025-08-08,1138,102,Notebook Air 13,Notebook,TechMax,2,3661.39,366.14,36.69,6993.33,App,Cartão de Crédito,Florianópolis,SC,Entregue
1543,2025-06-13,1087,112,Webcam HD Pro,Acessórios,VisionCam,2,272.75,0.0,10.27,555.77,Marketplace,Cartão de Crédito,Salvador,BA,Faturado
1544,2025-10-29,1214,102,Notebook Air 13,Notebook,TechMax,3,3803.69,0.0,6.29,11417.36,App,Pix,Campinas,SP,Cancelado
1545,2025-11-26,1192,112,Webcam HD Pro,Acessórios,VisionCam,1,273.71,0.0,48.04,321.75,Site,Boleto,Salvador,BA,Entregue
1546,2025-07-01,1258,103,Mouse Sem Fio X1,Periféricos,ClickGo,4,115.26,0.0,9.19,470.23,Site,Pix,Belo Horizonte,MG,Entregue
1547,2025-03-07,1031,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1877.87,0.0,30.85,1908.72,App,Cartão de Crédito,Belo Horizonte,MG,Entregue
1548,2025-03-28,1321,104,Teclado Mecânico K80,Periféricos,ClickGo,3,321.2,0.0,35.09,998.69,App,Cartão de Crédito,Curitiba,PR,Entregue
1549,2025-07-31,1044,111,Tablet T10,Tablet,MobiOne,1,1491.54,44.75,42.46,1489.25,Marketplace,Cartão de Crédito,Rio de Janeiro,RJ,Entregue
1550,2025-09-08,1300,105,Monitor 24 Full HD,Monitores,ViewTop,2,1030.22,0.0,0.96,2061.4,Site,Pix,Campinas,SP,Faturado
1551,2025-08-04,1137,108,Caixa de Som Mini,Áudio,SoundBit,1,178.65,14.29,38.65,203.01,Site,Boleto,Campinas,SP,Faturado
1552,2025-10-28,1268,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1815.58,145.25,31.0,1701.33,Site,Pix,São Paulo,SP,Entregue
1553,2025-01-16,1243,110,Smartphone S12 Lite,Smartphone,MobiOne,2,1827.65,109.66,11.09,3556.73,Marketplace,Boleto,Goiânia,GO,Entregue
1554,2025-07-26,1162,107,Headset Gamer H7,Áudio,SoundBit,2,271.91,0.0,32.23,576.05,Site,Pix,Porto Alegre,RS,Entregue
1555,2025-08-06,1030,111,Tablet T10,Tablet,MobiOne,3,1484.21,0.0,41.55,4494.18,Marketplace,Pix,Salvador,BA,Cancelado
1556,2025-11-21,1372,102,Notebook Air 13,Notebook,TechMax,4,3441.07,0.0,45.49,13809.77,Site,Cartão de Crédito,São Paulo,SP,Entregue
1557,2025-10-24,1189,110,Smartphone S12 Lite,Smartphone,MobiOne,2,1810.51,0.0,49.1,3670.12,Marketplace,Boleto,Campinas,SP,Entregue
1558,2025-11-11,1002,111,Tablet T10,Tablet,MobiOne,3,1446.76,0.0,2.77,4343.05,App,Pix,Recife,PE,Entregue
1559,2025-12-23,1348,101,Notebook Pro 14,Notebook,TechMax,1,3850.29,0.0,44.7,3894.99,Marketplace,Cartão de Crédito,Porto Alegre,RS,Entregue
1560,2025-05-12,1407,110,Smartphone S12 Lite,Smartphone,MobiOne,3,1763.91,0.0,45.26,5336.99,Site,Pix,Recife,PE,Cancelado
1561,2025-07-07,1151,107,Headset Gamer H7,Áudio,SoundBit,1,306.76,9.2,25.99,323.55,App,Cartão de Crédito,Recife,PE,Entregue
1562,2025-11-06,1255,112,Webcam HD Pro,Acessórios,VisionCam,1,266.17,0.0,15.16,281.33,Site,Pix,Rio de Janeiro,RJ,Entregue
1563,2025-11-21,1229,111,Tablet T10,Tablet,MobiOne,4,1510.5,0.0,25.61,6067.61,Site,Pix,Goiânia,GO,Entregue
1564,2025-04-17,1109,111,Tablet T10,Tablet,MobiOne,1,1316.71,0.0,6.5,1323.21,Site,Boleto,Goiânia,GO,Entregue
1565,2025-10-19,1367,112,Webcam HD Pro,Acessórios,VisionCam,1,269.4,8.08,8.33,269.65,Site,Cartão de Crédito,Campinas,SP,Entregue
1566,2025-06-18,1369,106,Monitor 27 QHD,Monitores,ViewTop,2,1690.97,101.46,40.99,3321.47,Marketplace,Boleto,Salvador,BA,Entregue
1567,2025-04-13,1325,108,Caixa de Som Mini,Áudio,SoundBit,1,177.91,5.34,34.07,206.64,App,Pix,Campinas,SP,Cancelado
1568,2025-03-26,1393,102,Notebook Air 13,Notebook,TechMax,1,3486.5,174.32,1.95,3314.13,App,Cartão de Crédito,Porto Alegre,RS,Cancelado
1569,2025-02-18,1335,111,Tablet T10,Tablet,MobiOne,3,1480.66,0.0,41.54,4483.52,App,Boleto,Porto Alegre,RS,Entregue
1570,2025-06-25,1060,107,Headset Gamer H7,Áudio,SoundBit,1,241.16,12.06,9.15,238.25,Marketplace,Cartão de Crédito,Belo Horizonte,MG,Entregue
1571,2025-05-03,1097,102,Notebook Air 13,Notebook,TechMax,2,3733.64,0.0,11.16,7478.44,App,Cartão de Crédito,Campinas,SP,Cancelado
1572,2025-05-20,1195,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1732.94,86.65,40.77,1687.06,App,Boleto,Porto Alegre,RS,Entregue
1573,2025-12-03,1275,101,Notebook Pro 14,Notebook,TechMax,1,3882.84,116.49,15.49,3781.84,Site,Pix,Curitiba,PR,Cancelado
1574,2025-03-15,1267,107,Headset Gamer H7,Áudio,SoundBit,2,279.19,0.0,46.72,605.1,App,Boleto,Porto Alegre,RS,Entregue
1575,2025-01-09,1005,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1847.03,55.41,3.36,1794.98,App,Pix,Belo Horizonte,MG,Entregue
1576,2025-04-24,1256,106,Monitor 27 QHD,Monitores,ViewTop,2,1539.6,246.34,45.52,2878.38,App,Pix,Rio de Janeiro,RJ,Entregue
1577,2025-12-15,1383,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,114.25,0.0,1.4,229.9,App,Boleto,Florianópolis,SC,Entregue
1578,2025-06-21,1258,101,Notebook Pro 14,Notebook,TechMax,2,4383.31,263.0,31.27,8534.89,App,Cartão de Crédito,Florianópolis,SC,Entregue
1579,2025-11-09,1254,105,Monitor 24 Full HD,Monitores,ViewTop,4,1020.12,122.41,40.9,3998.97,Marketplace,Boleto,Florianópolis,SC,Entregue
1580,2025-12-19,1424,107,Headset Gamer H7,Áudio,SoundBit,2,282.21,45.15,3.83,523.1,App,Cartão de Crédito,São Paulo,SP,Entregue
1581,2025-02-14,1439,112,Webcam HD Pro,Acessórios,VisionCam,1,278.88,22.31,49.33,305.9,Marketplace,Boleto,Belo Horizonte,MG,Entregue
1582,2025-10-16,1281,107,Headset Gamer H7,Áudio,SoundBit,1,280.2,0.0,3.08,283.28,Marketplace,Pix,Curitiba,PR,Faturado
1583,2025-07-04,1201,107,Headset Gamer H7,Áudio,SoundBit,2,271.65,16.3,39.01,566.01,Site,Boleto,Recife,PE,Entregue
1584,2025-03-03,1359,112,Webcam HD Pro,Acessórios,VisionCam,2,256.11,25.61,4.41,491.02,App,Pix,Curitiba,PR,Entregue
1585,2025-10-27,1444,102,Notebook Air 13,Notebook,TechMax,2,3685.47,0.0,8.31,7379.25,Site,Boleto,Rio de Janeiro,RJ,Cancelado
1586,2025-05-10,1071,105,Monitor 24 Full HD,Monitores,ViewTop,1,850.47,0.0,40.96,891.43,Marketplace,Boleto,Recife,PE,Cancelado
1587,2025-11-29,1112,108,Caixa de Som Mini,Áudio,SoundBit,1,191.99,0.0,12.16,204.15,App,Cartão de Crédito,Curitiba,PR,Entregue
1588,2025-04-16,1053,112,Webcam HD Pro,Acessórios,VisionCam,2,247.2,39.55,24.11,478.96,App,Cartão de Crédito,São Paulo,SP,Cancelado
1589,2025-06-11,1050,107,Headset Gamer H7,Áudio,SoundBit,1,294.3,0.0,18.0,312.3,Marketplace,Pix,Salvador,BA,Faturado
1590,2025-09-12,1333,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,125.51,6.28,24.95,144.18,Marketplace,Boleto,São Paulo,SP,Cancelado
1591,2025-11-09,1018,107,Headset Gamer H7,Áudio,SoundBit,3,287.64,43.15,1.72,821.49,Site,Cartão de Crédito,Rio de Janeiro,RJ,Entregue
1592,2025-07-17,1089,107,Headset Gamer H7,Áudio,SoundBit,2,249.6,39.94,42.86,502.12,App,Boleto,Recife,PE,Cancelado
1593,2025-01-11,1141,107,Headset Gamer H7,Áudio,SoundBit,4,285.9,0.0,40.6,1184.2,App,Boleto,Campinas,SP,Entregue
1594,2025-03-26,1060,108,Caixa de Som Mini,Áudio,SoundBit,1,202.45,0.0,20.83,223.28,Site,Cartão de Crédito,Porto Alegre,RS,Faturado
1595,2025-07-06,1301,108,Caixa de Som Mini,Áudio,SoundBit,1,187.13,5.61,43.59,225.11,App,Boleto,Goiânia,GO,Faturado
1596,2025-09-12,1093,108,Caixa de Som Mini,Áudio,SoundBit,1,190.77,15.26,10.55,186.06,Marketplace,Pix,Curitiba,PR,Cancelado
1597,2025-11-25,1065,111,Tablet T10,Tablet,MobiOne,2,1480.34,0.0,8.11,2968.79,Site,Pix,Salvador,BA,Cancelado
1598,2025-10-08,1417,102,Notebook Air 13,Notebook,TechMax,1,3397.93,0.0,42.49,3440.42,App,Cartão de Crédito,Goiânia,GO,Entregue
1599,2025-02-09,1266,107,Headset Gamer H7,Áudio,SoundBit,4,262.84,0.0,0.43,1051.79,App,Boleto,Goiânia,GO,Faturado
1600,2025-03-24,1093,112,Webcam HD Pro,Acessórios,VisionCam,1,276.72,0.0,21.72,298.44,App,Boleto,Campinas,SP,Faturado
1601,2025-08-17,1063,103,Mouse Sem Fio X1,Periféricos,ClickGo,4,118.56,14.23,35.83,495.84,Site,Cartão de Crédito,São Paulo,SP,Entregue
1602,2025-01-16,1288,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1790.78,0.0,13.43,1804.21,Marketplace,Cartão de Crédito,Belo Horizonte,MG,Faturado
1603,2025-04-16,1279,102,Notebook Air 13,Notebook,TechMax,2,3664.13,219.85,17.55,7125.96,Site,Pix,Campinas,SP,Entregue
1604,2025-06-26,1024,111,Tablet T10,Tablet,MobiOne,1,1541.46,46.24,3.46,1498.68,App,Pix,São Paulo,SP,Entregue
1605,2025-04-17,1296,111,Tablet T10,Tablet,MobiOne,4,1337.99,267.6,1.46,5085.82,Marketplace,Boleto,Goiânia,GO,Entregue
1606,2025-08-30,1276,106,Monitor 27 QHD,Monitores,ViewTop,2,1605.51,0.0,24.35,3235.37,App,Cartão de Crédito,Goiânia,GO,Cancelado
1607,2025-05-14,1019,112,Webcam HD Pro,Acessórios,VisionCam,1,260.9,0.0,6.52,267.42,Site,Cartão de Crédito,Campinas,SP,Entregue
1608,2025-04-16,1283,105,Monitor 24 Full HD,Monitores,ViewTop,1,1073.18,85.85,45.13,1032.46,Site,Boleto,Belo Horizonte,MG,Cancelado
1609,2025-09-04,1217,106,Monitor 27 QHD,Monitores,ViewTop,1,1702.58,51.08,9.6,1661.1,Site,Boleto,Curitiba,PR,Cancelado
1610,2025-03-11,1205,105,Monitor 24 Full HD,Monitores,ViewTop,3,1059.2,254.21,12.27,2935.66,Marketplace,Cartão de Crédito,Curitiba,PR,Entregue
1611,2025-04-09,1105,105,Monitor 24 Full HD,Monitores,ViewTop,1,973.13,0.0,26.6,999.73,Site,Boleto,Salvador,BA,Cancelado
1612,2025-05-31,1289,112,Webcam HD Pro,Acessórios,VisionCam,1,276.43,22.11,27.09,281.41,App,Boleto,Curitiba,PR,Entregue
1613,2025-08-21,1421,109,Smartphone S12,Smartphone,MobiOne,1,2259.61,0.0,31.09,2290.7,Site,Pix,Florianópolis,SC,Entregue
1614,2025-09-08,1127,107,Headset Gamer H7,Áudio,SoundBit,1,277.97,0.0,38.82,316.79,Site,Pix,Salvador,BA,Cancelado
1615,2025-02-20,1209,102,Notebook Air 13,Notebook,TechMax,1,3591.8,0.0,46.24,3638.04,Site,Pix,Goiânia,GO,Cancelado
1616,2025-08-18,1399,111,Tablet T10,Tablet,MobiOne,2,1403.21,0.0,20.9,2827.32,Marketplace,Cartão de Crédito,Campinas,SP,Entregue
1617,2025-07-11,1194,104,Teclado Mecânico K80,Periféricos,ClickGo,1,344.34,0.0,33.25,377.59,Site,Pix,Curitiba,PR,Faturado
1618,2025-07-29,1373,102,Notebook Air 13,Notebook,TechMax,1,3585.44,0.0,35.67,3621.11,Marketplace,Boleto,Campinas,SP,Cancelado
1619,2025-05-09,1444,108,Caixa de Som Mini,Áudio,SoundBit,2,178.05,28.49,23.93,351.54,Marketplace,Boleto,Campinas,SP,Cancelado
1620,2025-01-29,1088,105,Monitor 24 Full HD,Monitores,ViewTop,1,1015.85,0.0,0.24,1016.09,Marketplace,Pix,Florianópolis,SC,Faturado
1621,2025-05-19,1304,103,Mouse Sem Fio X1,Periféricos,ClickGo,3,112.96,0.0,26.61,365.49,Site,Pix,Porto Alegre,RS,Entregue
1622,2025-05-23,1074,101,Notebook Pro 14,Notebook,TechMax,1,4034.38,0.0,10.58,4044.96,Marketplace,Boleto,Goiânia,GO,Entregue
1623,2025-07-11,1363,112,Webcam HD Pro,Acessórios,VisionCam,1,241.23,0.0,18.27,259.5,Site,Boleto,Curitiba,PR,Entregue
1624,2025-08-03,1225,110,Smartphone S12 Lite,Smartphone,MobiOne,4,1746.78,0.0,16.89,7004.01,Marketplace,Pix,Salvador,BA,Entregue
1625,2025-10-08,1267,109,Smartphone S12,Smartphone,MobiOne,2,2435.15,0.0,39.43,4909.73,App,Cartão de Crédito,Curitiba,PR,Entregue
1626,2025-12-12,1395,105,Monitor 24 Full HD,Monitores,ViewTop,2,977.25,0.0,6.07,1960.57,Marketplace,Cartão de Crédito,Campinas,SP,Entregue
1627,2025-10-10,1048,111,Tablet T10,Tablet,MobiOne,1,1468.21,73.41,40.47,1435.27,Site,Boleto,Campinas,SP,Entregue
1628,2025-02-13,1253,101,Notebook Pro 14,Notebook,TechMax,2,4370.04,0.0,6.95,8747.03,Site,Pix,Campinas,SP,Cancelado
1629,2025-09-01,1255,111,Tablet T10,Tablet,MobiOne,1,1519.26,0.0,4.36,1523.62,App,Boleto,Goiânia,GO,Entregue
1630,2025-07-23,1008,111,Tablet T10,Tablet,MobiOne,1,1447.19,0.0,41.19,1488.38,App,Cartão de Crédito,Goiânia,GO,Entregue
1631,2025-03-26,1384,112,Webcam HD Pro,Acessórios,VisionCam,3,262.86,63.09,7.38,732.87,Marketplace,Cartão de Crédito,São Paulo,SP,Cancelado
1632,2025-12-13,1230,112,Webcam HD Pro,Acessórios,VisionCam,1,240.78,0.0,9.13,249.91,Site,Boleto,Goiânia,GO,Cancelado
1633,2025-06-23,1188,109,Smartphone S12,Smartphone,MobiOne,1,2415.17,0.0,13.65,2428.82,Site,Boleto,Belo Horizonte,MG,Faturado
1634,2025-01-31,1195,106,Monitor 27 QHD,Monitores,ViewTop,3,1552.85,232.93,49.04,4474.66,Site,Pix,São Paulo,SP,Entregue
1635,2025-01-02,1436,102,Notebook Air 13,Notebook,TechMax,1,3293.55,0.0,0.72,3294.27,Site,Pix,Porto Alegre,RS,Cancelado
1636,2025-06-29,1110,105,Monitor 24 Full HD,Monitores,ViewTop,2,980.91,98.09,41.05,1904.78,Site,Boleto,Recife,PE,Entregue
1637,2025-01-25,1157,111,Tablet T10,Tablet,MobiOne,3,1302.61,195.39,3.6,3716.04,App,Boleto,Florianópolis,SC,Entregue
1638,2025-01-26,1183,101,Notebook Pro 14,Notebook,TechMax,4,4643.59,0.0,38.2,18612.56,Site,Boleto,Recife,PE,Faturado
1639,2025-09-18,1055,108,Caixa de Som Mini,Áudio,SoundBit,2,178.7,0.0,26.77,384.17,Site,Pix,Porto Alegre,RS,Entregue
1640,2025-02-17,1005,112,Webcam HD Pro,Acessórios,VisionCam,3,259.35,38.9,10.63,749.78,Site,Pix,Rio de Janeiro,RJ,Entregue
1641,2025-07-04,1264,108,Caixa de Som Mini,Áudio,SoundBit,1,182.49,14.6,13.28,181.17,Site,Pix,Belo Horizonte,MG,Cancelado
1642,2025-11-05,1394,102,Notebook Air 13,Notebook,TechMax,1,3606.12,288.49,40.81,3358.44,App,Pix,Recife,PE,Entregue
1643,2025-01-16,1154,104,Teclado Mecânico K80,Periféricos,ClickGo,3,360.96,0.0,33.4,1116.28,Marketplace,Pix,Recife,PE,Entregue
1644,2025-07-24,1225,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,122.41,0.0,13.01,257.83,App,Pix,Goiânia,GO,Faturado
1645,2025-06-27,1003,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,123.51,0.0,5.08,252.1,Marketplace,Boleto,Rio de Janeiro,RJ,Entregue
1646,2025-01-15,1021,104,Teclado Mecânico K80,Periféricos,ClickGo,1,343.52,17.18,47.95,374.29,Site,Pix,Campinas,SP,Entregue
1647,2025-11-26,1342,107,Headset Gamer H7,Áudio,SoundBit,1,289.26,23.14,15.97,282.09,Site,Pix,Porto Alegre,RS,Entregue
1648,2025-09-20,1251,111,Tablet T10,Tablet,MobiOne,1,1358.3,0.0,6.33,1364.63,App,Pix,Curitiba,PR,Entregue
1649,2025-01-29,1257,111,Tablet T10,Tablet,MobiOne,2,1410.34,0.0,8.03,2828.71,App,Boleto,Rio de Janeiro,RJ,Entregue
1650,2025-10-16,1406,107,Headset Gamer H7,Áudio,SoundBit,1,278.62,13.93,5.28,269.97,Site,Cartão de Crédito,Rio de Janeiro,RJ,Faturado
1651,2025-06-07,1027,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,123.87,9.91,26.41,140.37,App,Pix,Porto Alegre,RS,Entregue
1652,2025-03-18,1246,107,Headset Gamer H7,Áudio,SoundBit,1,280.27,0.0,39.76,320.03,Marketplace,Pix,Florianópolis,SC,Entregue
1653,2025-01-18,1317,108,Caixa de Som Mini,Áudio,SoundBit,3,184.6,0.0,41.51,595.31,Site,Boleto,Campinas,SP,Entregue
1654,2025-07-08,1393,109,Smartphone S12,Smartphone,MobiOne,1,2529.02,0.0,16.63,2545.65,Site,Pix,Rio de Janeiro,RJ,Entregue
1655,2025-04-11,1243,112,Webcam HD Pro,Acessórios,VisionCam,3,265.18,63.64,39.62,771.52,App,Cartão de Crédito,Belo Horizonte,MG,Entregue
1656,2025-07-15,1438,112,Webcam HD Pro,Acessórios,VisionCam,1,262.8,0.0,16.67,279.47,App,Boleto,Goiânia,GO,Entregue
1657,2025-03-21,1068,111,Tablet T10,Tablet,MobiOne,1,1465.92,73.3,22.99,1415.61,Marketplace,Cartão de Crédito,Rio de Janeiro,RJ,Faturado
1658,2025-01-12,1010,105,Monitor 24 Full HD,Monitores,ViewTop,1,964.78,0.0,27.15,991.93,App,Cartão de Crédito,Belo Horizonte,MG,Entregue
1659,2025-09-30,1269,102,Notebook Air 13,Notebook,TechMax,3,3786.36,0.0,18.83,11377.91,Marketplace,Boleto,São Paulo,SP,Entregue
1660,2025-10-10,1219,111,Tablet T10,Tablet,MobiOne,1,1362.25,0.0,24.83,1387.08,Marketplace,Cartão de Crédito,Belo Horizonte,MG,Entregue
1661,2025-09-16,1057,109,Smartphone S12,Smartphone,MobiOne,1,2311.32,69.34,33.14,2275.12,Marketplace,Pix,Salvador,BA,Entregue
1662,2025-02-24,1164,105,Monitor 24 Full HD,Monitores,ViewTop,3,1011.96,91.08,38.72,2983.52,Site,Cartão de Crédito,Porto Alegre,RS,Entregue
1663,2025-08-25,1109,101,Notebook Pro 14,Notebook,TechMax,1,3908.34,0.0,29.11,3937.45,Marketplace,Pix,São Paulo,SP,Entregue
1664,2025-07-01,1095,105,Monitor 24 Full HD,Monitores,ViewTop,1,994.7,0.0,40.83,1035.53,Marketplace,Pix,Florianópolis,SC,Entregue
1665,2025-04-16,1050,106,Monitor 27 QHD,Monitores,ViewTop,2,1687.86,0.0,45.2,3420.92,App,Cartão de Crédito,Porto Alegre,RS,Faturado
1666,2025-09-13,1185,111,Tablet T10,Tablet,MobiOne,1,1417.2,0.0,25.91,1443.11,App,Pix,Goiânia,GO,Entregue
1667,2025-12-04,1333,112,Webcam HD Pro,Acessórios,VisionCam,2,280.45,0.0,46.07,606.97,Marketplace,Cartão de Crédito,Florianópolis,SC,Entregue
1668,2025-10-09,1067,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1839.95,147.2,13.46,1706.21,App,Boleto,Salvador,BA,Faturado
1669,2025-03-27,1336,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1517.22,45.52,36.36,1508.06,Site,Cartão de Crédito,Campinas,SP,Cancelado
1670,2025-12-14,1280,112,Webcam HD Pro,Acessórios,VisionCam,1,254.49,0.0,10.08,264.57,App,Pix,Recife,PE,Faturado
1671,2025-01-15,1370,105,Monitor 24 Full HD,Monitores,ViewTop,1,1008.8,30.26,36.3,1014.84,Site,Cartão de Crédito,Recife,PE,Cancelado
1672,2025-01-29,1365,103,Mouse Sem Fio X1,Periféricos,ClickGo,3,123.72,0.0,18.76,389.92,Marketplace,Boleto,Belo Horizonte,MG,Cancelado
1673,2025-09-01,1224,106,Monitor 27 QHD,Monitores,ViewTop,4,1583.47,0.0,30.97,6364.85,Site,Pix,Porto Alegre,RS,Faturado
1674,2025-06-15,1307,107,Headset Gamer H7,Áudio,SoundBit,1,281.06,8.43,34.9,307.53,Marketplace,Boleto,Goiânia,GO,Entregue
1675,2025-07-13,1032,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,127.0,0.0,23.52,150.52,App,Cartão de Crédito,Curitiba,PR,Cancelado
1676,2025-05-19,1446,112,Webcam HD Pro,Acessórios,VisionCam,4,266.9,0.0,36.94,1104.54,App,Cartão de Crédito,Salvador,BA,Cancelado
1677,2025-07-21,1400,103,Mouse Sem Fio X1,Periféricos,ClickGo,3,116.63,0.0,1.37,351.26,Marketplace,Pix,Recife,PE,Cancelado
1678,2025-07-10,1002,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1832.9,0.0,49.58,1882.48,Site,Boleto,Curitiba,PR,Entregue
1679,2025-03-16,1234,104,Teclado Mecânico K80,Periféricos,ClickGo,1,332.98,26.64,25.22,331.56,App,Boleto,Florianópolis,SC,Cancelado
1680,2025-06-20,1437,112,Webcam HD Pro,Acessórios,VisionCam,2,266.68,0.0,37.09,570.45,Site,Pix,Goiânia,GO,Entregue
1681,2025-03-10,1115,112,Webcam HD Pro,Acessórios,VisionCam,1,270.61,0.0,36.42,307.03,Site,Boleto,Curitiba,PR,Entregue
1682,2025-01-09,1143,104,Teclado Mecânico K80,Periféricos,ClickGo,1,349.78,10.49,3.08,342.37,Site,Pix,Curitiba,PR,Entregue
1683,2025-12-19,1060,101,Notebook Pro 14,Notebook,TechMax,1,4265.39,213.27,7.09,4059.21,Site,Boleto,Belo Horizonte,MG,Cancelado
1684,2025-12-03,1043,106,Monitor 27 QHD,Monitores,ViewTop,2,1535.96,0.0,13.94,3085.86,App,Boleto,Florianópolis,SC,Entregue
1685,2025-04-10,1151,105,Monitor 24 Full HD,Monitores,ViewTop,3,982.19,235.73,0.5,2711.34,Marketplace,Cartão de Crédito,Rio de Janeiro,RJ,Cancelado
1686,2025-09-15,1375,111,Tablet T10,Tablet,MobiOne,2,1541.14,92.47,9.86,2999.67,Marketplace,Cartão de Crédito,São Paulo,SP,Entregue
1687,2025-06-07,1335,105,Monitor 24 Full HD,Monitores,ViewTop,1,983.06,78.64,48.41,952.83,Marketplace,Boleto,São Paulo,SP,Entregue
1688,2025-11-22,1113,111,Tablet T10,Tablet,MobiOne,1,1580.15,0.0,0.78,1580.93,Marketplace,Pix,Florianópolis,SC,Entregue
1689,2025-10-07,1229,104,Teclado Mecânico K80,Periféricos,ClickGo,3,336.97,0.0,4.62,1015.53,Site,Boleto,Florianópolis,SC,Entregue
1690,2025-02-16,1246,112,Webcam HD Pro,Acessórios,VisionCam,2,254.61,40.74,39.06,507.54,Site,Pix,Salvador,BA,Entregue
1691,2025-04-03,1097,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,120.32,0.0,4.51,124.83,App,Pix,Recife,PE,Entregue
1692,2025-07-29,1159,112,Webcam HD Pro,Acessórios,VisionCam,2,272.63,0.0,12.9,558.16,Site,Cartão de Crédito,Rio de Janeiro,RJ,Faturado
1693,2025-11-05,1074,107,Headset Gamer H7,Áudio,SoundBit,1,294.5,0.0,44.35,338.85,Site,Pix,Florianópolis,SC,Faturado
1694,2025-09-18,1371,104,Teclado Mecânico K80,Periféricos,ClickGo,3,338.43,30.46,17.5,1002.33,App,Cartão de Crédito,Recife,PE,Faturado
1695,2025-08-14,1197,112,Webcam HD Pro,Acessórios,VisionCam,1,256.11,0.0,7.56,263.67,Site,Cartão de Crédito,São Paulo,SP,Entregue
1696,2025-12-25,1395,101,Notebook Pro 14,Notebook,TechMax,1,4093.07,122.79,40.39,4010.67,Site,Pix,São Paulo,SP,Entregue
1697,2025-12-30,1406,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,121.61,0.0,47.7,169.31,Site,Boleto,Florianópolis,SC,Faturado
1698,2025-06-05,1072,112,Webcam HD Pro,Acessórios,VisionCam,1,249.29,0.0,28.87,278.16,Marketplace,Boleto,Porto Alegre,RS,Entregue
